zone_id,lat,lon,display_name,road,suburb,district,city,postcode,address_short
206,22.69603,114.2533,"宝荷路, 南约社区, 龙岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",宝荷路,龙岗街道,N/A,龙岗区,518100,"宝荷路, N/A, Shenzhen"
209,22.67449,114.3156,"空中课堂, 嘉圳岭北路, 吓榨村, 沙湖社区, 碧岭街道, 坪山区, 深圳市, 广东省, 518118, 中国",嘉圳岭北路,碧岭街道,N/A,坪山区,518118,"嘉圳岭北路, N/A, Shenzhen"
211,22.70707,114.4092,"杜岗路, 杜岗岭, 石井街道, 坪山区, 深圳市, 广东省, 518118, 中国",杜岗路,石井街道,N/A,坪山区,518118,"杜岗路, N/A, Shenzhen"
212,22.67855,114.3332,"新合路, 黄沙坑, 马峦街道, 坪山区, 深圳市, 广东省, 518118, 中国",新合路,马峦街道,N/A,坪山区,518118,"新合路, N/A, Shenzhen"
213,22.69341,114.3414,"坪山街道办事处, 坪山建设路, 马西, 坪山街道, 坪山区, 深圳市, 广东省, 518118, 中国",坪山建设路,坪山街道,N/A,坪山区,518118,"坪山建设路, N/A, Shenzhen"
214,22.70909,114.374,"金牛西路, 望牛岗, 石井街道, 坪山区, 深圳市, 广东省, 518118, 中国",金牛西路,石井街道,N/A,坪山区,518118,"金牛西路, N/A, Shenzhen"
215,22.75882,114.3603,"深圳市华夏技工学校（坪山校区）, 龙腾路, 大水湾, 龙田街道, 坪山区, 深圳市, 广东省, 518118, 中国",龙腾路,龙田街道,N/A,坪山区,518118,"龙腾路, N/A, Shenzhen"
216,22.75619,114.394,"荣青路, 金沙社区, 坑梓街道, 坪山区, 深圳市, 广东省, 518118, 中国",荣青路,坑梓街道,N/A,坪山区,518118,"荣青路, N/A, Shenzhen"
217,22.74548,114.4011,"金联路, 龙山, 坑梓街道, 坪山区, 深圳市, 广东省, 518118, 中国",金联路,坑梓街道,N/A,坪山区,518118,"金联路, N/A, Shenzhen"
218,22.70786,114.3388,"兰竹西路, 正坑, 坪山街道, 坪山区, 深圳市, 广东省, 518118, 中国",兰竹西路,坪山街道,N/A,坪山区,518118,"兰竹西路, N/A, Shenzhen"
219,22.72768,114.3823,"南方科技大学附属坪山学校, 翠景路, 井水龙, 坑梓街道, 坪山区, 深圳市, 广东省, 518118, 中国",翠景路,坑梓街道,N/A,坪山区,518118,"翠景路, N/A, Shenzhen"
220,22.7122,114.3556,"坪山区规划土地监察局, 兰竹西路, 深圳坪山综合保税区, 罗庚丘, 龙田街道, 坪山区, 深圳市, 广东省, 518118, 中国",兰竹西路,龙田街道,N/A,坪山区,518118,"兰竹西路, N/A, Shenzhen"
221,22.69822,114.3621,"坪山河碧道, 南布社区, 龙田街道, 坪山区, 深圳市, 广东省, 518118, 中国",坪山河碧道,龙田街道,N/A,坪山区,518118,"坪山河碧道, N/A, Shenzhen"
222,22.70973,114.3896,"竹坑路, 上坝, 龙田街道, 坪山区, 深圳市, 广东省, 518118, 中国",竹坑路,龙田街道,N/A,坪山区,518118,"竹坑路, N/A, Shenzhen"
223,22.49357,114.501,"斜鹅线, 南澳街道, 大鹏新区, 龙岗区, 深圳市, 广东省, 518100, 中国",斜鹅线,南澳街道,N/A,龙岗区,518100,"斜鹅线, N/A, Shenzhen"
227,22.61688,114.0987,"翠枫豪园, 大靓, 吉华街道, 龙岗区, 深圳市, 广东省, 518100, 中国",N/A,吉华街道,N/A,龙岗区,518100,"N/A, Shenzhen"
228,22.61624,114.1085,"长龙路, 光华社区, 吉华街道, 龙岗区, 深圳市, 广东省, 518100, 中国",长龙路,吉华街道,N/A,龙岗区,518100,"长龙路, N/A, Shenzhen"
229,22.59826,114.102,"西环路, 钱排, 布吉街道, 龙岗区, 深圳市, 广东省, 518100, 中国",西环路,布吉街道,N/A,龙岗区,518100,"西环路, N/A, Shenzhen"
230,22.62261,114.1255,"星火路, 东方半岛社区, 布吉街道, 龙岗区, 深圳市, 广东省, 518100, 中国",星火路,布吉街道,N/A,龙岗区,518100,"星火路, N/A, Shenzhen"
231,22.63139,114.1408,"宝丹路, 康乐社区, 南湾街道, 龙岗区, 深圳市, 广东省, 518100, 中国",宝丹路,南湾街道,N/A,龙岗区,518100,"宝丹路, N/A, Shenzhen"
232,22.6154,114.1445,"南岭南路, 南岭村社区, 南湾街道, 龙岗区, 深圳市, 广东省, 518100, 中国",南岭南路,南湾街道,N/A,龙岗区,518100,"南岭南路, N/A, Shenzhen"
233,22.64931,114.1751,"9栋, 埔园路, 六约北社区, 横岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",埔园路,横岗街道,N/A,龙岗区,518100,"埔园路, N/A, Shenzhen"
235,22.62917,114.1821,"开明路, 塘坑社区, 横岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",开明路,横岗街道,N/A,龙岗区,518100,"开明路, N/A, Shenzhen"
237,22.64195,114.2092,"上围新村, 马竹村, 园山街道, 龙岗区, 深圳市, 广东省, 518100, 中国",N/A,园山街道,N/A,龙岗区,518100,"N/A, Shenzhen"
238,22.64067,114.1707,"深坑村, 横岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",N/A,横岗街道,N/A,龙岗区,518100,"N/A, Shenzhen"
240,22.63844,114.1879,"六和路, 六约南社区, 横岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",六和路,横岗街道,N/A,龙岗区,518100,"六和路, N/A, Shenzhen"
241,22.65927,114.2052,"广达路, 畔湖村, 园山街道, 龙岗区, 深圳市, 广东省, 518100, 中国",广达路,园山街道,N/A,龙岗区,518100,"广达路, N/A, Shenzhen"
242,22.65072,114.195,"伟群路, 横岗社区, 横岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",伟群路,横岗街道,N/A,龙岗区,518100,"伟群路, N/A, Shenzhen"
243,22.71233,114.2208,"余石岭路, 紫薇社区, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",余石岭路,龙城街道,N/A,龙岗区,518100,"余石岭路, N/A, Shenzhen"
244,22.69373,114.2252,"龙岗大道, 爱联社区, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",龙岗大道,龙城街道,N/A,龙岗区,518100,"龙岗大道, N/A, Shenzhen"
245,22.70435,114.2352,"怡翠路, 吉祥社区, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",怡翠路,龙城街道,N/A,龙岗区,518100,"怡翠路, N/A, Shenzhen"
246,22.7155,114.256,"麻岭, 龙岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",N/A,龙岗街道,N/A,龙岗区,518100,"N/A, Shenzhen"
247,22.72019,114.2695,"上井北, 龙岗街道, 龙岗区, 深圳市, 广东省, 518100, 中国",N/A,龙岗街道,N/A,龙岗区,518100,"N/A, Shenzhen"
248,22.72958,114.2513,"全季深圳龙岗中心城酒店, 32, 盛龙路, 盛平社区, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",盛龙路,龙城街道,N/A,龙岗区,518100,"盛龙路, N/A, Shenzhen"
249,22.72149,114.2397,"龙德南路, 紫薇社区, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",龙德南路,龙城街道,N/A,龙岗区,518100,"龙德南路, N/A, Shenzhen"
250,22.51386,113.8839,"锦尚公馆, 妈湾, 南山街道, 南山区, 深圳市, 广东省, 518000, 中国",N/A,南山街道,N/A,南山区,518000,"N/A, Shenzhen"
252,22.63488,114.0808,"龙颈坳路, 山塘排, 坂田街道, 龙岗区, 深圳市, 广东省, 518100, 中国",龙颈坳路,坂田街道,N/A,龙岗区,518100,"龙颈坳路, N/A, Shenzhen"
254,22.639,113.8039,"深圳宝安国际机场, 宝安国际机场, 福永街道, 宝安区, 深圳市, 广东省, 518100, 中国",N/A,福永街道,N/A,宝安区,518100,"N/A, Shenzhen"
255,22.63378,113.8366,"金乡一路, 黄田社区, 航城街道, 宝安区, 深圳市, 广东省, 518100, 中国",金乡一路,航城街道,N/A,宝安区,518100,"金乡一路, N/A, Shenzhen"
256,22.64662,113.874,"蔗园埔, 航城街道, 宝安区, 深圳市, 广东省, 518100, 中国",N/A,航城街道,N/A,宝安区,518100,"N/A, Shenzhen"
257,22.61737,114.5156,"鹏坝通道, 坝光社区, 大鹏街道, 大鹏新区, 龙岗区, 深圳市, 广东省, 518100, 中国",鹏坝通道,大鹏街道,N/A,龙岗区,518100,"鹏坝通道, N/A, Shenzhen"
258,22.70193,114.2052,"智汇路, 启迪协信深圳科技园, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",智汇路,龙城街道,N/A,龙岗区,518100,"智汇路, N/A, Shenzhen"
259,22.71846,114.3099,"岗德路, 同乐社区, 宝龙街道, 龙岗区, 深圳市, 广东省, 518100, 中国",岗德路,宝龙街道,N/A,龙岗区,518100,"岗德路, N/A, Shenzhen"
261,22.76696,113.9707,"马拉松山湖绿道, 迳口, 光明街道, 光明区, 深圳市, 广东省, 518107, 中国",马拉松山湖绿道,光明街道,N/A,光明区,518107,"马拉松山湖绿道, N/A, Shenzhen"
262,22.54631,114.0534,"深圳市工业展览馆, 福中三路, 福中社区, 莲花街道, 福田区, 深圳市, 广东省, 518038, 中国",福中三路,莲花街道,N/A,福田区,518038,"福中三路, N/A, Shenzhen"
263,22.53673,114.0533,"中心四路, 福安社区, 福田街道, 福田区, 深圳市, 广东省, 518000, 中国",中心四路,福田街道,N/A,福田区,518000,"中心四路, N/A, Shenzhen"
266,22.52129,113.9103,"恩和园国际托育中心, 前海路, 南园社区, 南山街道, 南山区, 深圳市, 广东省, 518000, 中国",前海路,南山街道,N/A,南山区,518000,"前海路, N/A, Shenzhen"
267,22.51218,113.906,"丽林维育学校, 龙船塘街, 南园社区, 南山街道, 南山区, 深圳市, 广东省, 518000, 中国",龙船塘街,南山街道,N/A,南山区,518000,"龙船塘街, N/A, Shenzhen"
268,22.51784,113.9187,"南光路, 登良社区, 南山街道, 南山区, 深圳市, 广东省, 518000, 中国",南光路,南山街道,N/A,南山区,518000,"南光路, N/A, Shenzhen"
269,22.52924,113.9362,"粤兴六道, 高新区社区, 粤海街道, 南山区, 深圳市, 广东省, 518000, 中国",粤兴六道,粤海街道,N/A,南山区,518000,"粤兴六道, N/A, Shenzhen"
270,22.53025,113.9454,"高新南十道, 高新区社区, 粤海街道, 南山区, 深圳市, 广东省, 518000, 中国",高新南十道,粤海街道,N/A,南山区,518000,"高新南十道, N/A, Shenzhen"
271,22.5394,113.9214,"B栋, 南头街, 红花园社区, 南头街道, 南山区, 深圳市, 广东省, 518000, 中国",南头街,南头街道,N/A,南山区,518000,"南头街, N/A, Shenzhen"
272,22.54925,113.9147,"景行路, 南头城社区, 南头街道, 南山区, 深圳市, 广东省, 518000, 中国",景行路,南头街道,N/A,南山区,518000,"景行路, N/A, Shenzhen"
273,22.54958,113.9234,"伯爵精品酒店, 78-101, 艺园路, 马家龙社区, 南头街道, 南山区, 深圳市, 广东省, 518052, 中国",艺园路,南头街道,N/A,南山区,518052,"艺园路, N/A, Shenzhen"
274,22.48642,113.9132,"环船广场, 望海路, 海昌社区, 招商街道, 南山区, 深圳市, 广东省, 518000, 中国",望海路,招商街道,N/A,南山区,518000,"望海路, N/A, Shenzhen"
275,22.49459,113.916,"水湾路, 南水社区, 招商街道, 南山区, 深圳市, 广东省, 518000, 中国",水湾路,招商街道,N/A,南山区,518000,"水湾路, N/A, Shenzhen"
276,22.48623,113.9298,"望海路, 东角头, 东角头社区, 蛇口街道, 南山区, 深圳市, 广东省, 518000, 中国",望海路,蛇口街道,N/A,南山区,518000,"望海路, N/A, Shenzhen"
277,22.52152,113.9258,"文心二路, 海珠社区, 粤海街道, 南山区, 深圳市, 广东省, 518000, 中国",文心二路,粤海街道,N/A,南山区,518000,"文心二路, N/A, Shenzhen"
278,22.52104,113.9321,"文心五路, 海珠社区, 粤海街道, 南山区, 深圳市, 广东省, 518000, 中国",文心五路,粤海街道,N/A,南山区,518000,"文心五路, N/A, Shenzhen"
280,22.51267,113.9242,"63栋, 兴南路, 南油生活区, 南油社区, 粤海街道, 南山区, 深圳市, 广东省, 518000, 中国",兴南路,粤海街道,N/A,南山区,518000,"兴南路, N/A, Shenzhen"
281,22.50352,113.9307,"29栋, 工业八路, 招商街道, 南山区, 深圳市, 广东省, 518000, 中国",工业八路,招商街道,N/A,南山区,518000,"工业八路, N/A, Shenzhen"
282,22.50533,113.923,"育才第四幼儿园, 工业九路, 招商街道, 南山区, 深圳市, 广东省, 518000, 中国",工业九路,招商街道,N/A,南山区,518000,"工业九路, N/A, Shenzhen"
283,22.49366,113.9257,"招商路, 围仔社区, 蛇口街道, 南山区, 深圳市, 广东省, 518000, 中国",招商路,蛇口街道,N/A,南山区,518000,"招商路, N/A, Shenzhen"
285,22.53069,113.9096,"27栋, 学府路, 向南社区, 南山街道, 南山区, 深圳市, 广东省, 518000, 中国",学府路,南山街道,N/A,南山区,518000,"学府路, N/A, Shenzhen"
286,22.53143,113.9199,"南山大道, 大汪山社区, 南头街道, 南山区, 深圳市, 广东省, 518000, 中国",南山大道,南头街道,N/A,南山区,518000,"南山大道, N/A, Shenzhen"
288,22.55854,113.896,"63, 安乐新区, 海乐社区, 新安街道, 宝安区, 深圳市, 广东省, 518101, 中国",N/A,新安街道,N/A,宝安区,518101,"N/A, Shenzhen"
289,22.51649,114.0446,"福荣路辅路, 益田社区, 福保街道, 福田区, 深圳市, 广东省, 518000, 中国",福荣路辅路,福保街道,N/A,福田区,518000,"福荣路辅路, N/A, Shenzhen"
290,22.52499,114.0474,"福民天虹商场, 石厦街, 石厦社区, 福保街道, 福田区, 深圳市, 广东省, 518000, 中国",石厦街,福保街道,N/A,福田区,518000,"石厦街, N/A, Shenzhen"
291,22.51732,114.0555,"银桂道, 福保社区, 福保街道, 福田区, 深圳市, 广东省, 518000, 中国",银桂道,福保街道,N/A,福田区,518000,"银桂道, N/A, Shenzhen"
292,22.525,114.0551,"114, 皇岗新村一期, 皇岗社区, 福田街道, 福田区, 深圳市, 广东省, 518000, 中国",N/A,福田街道,N/A,福田区,518000,"N/A, Shenzhen"
293,22.52713,114.0646,"福喜三街, 福民新村, 福民社区, 福田街道, 福田区, 深圳市, 广东省, 518000, 中国",福喜三街,福田街道,N/A,福田区,518000,"福喜三街, N/A, Shenzhen"
294,22.52086,114.0351,"金地一路, 沙嘴社区, 沙头街道, 福田区, 深圳市, 广东省, 518000, 中国",金地一路,沙头街道,N/A,福田区,518000,"金地一路, N/A, Shenzhen"
295,22.52866,114.0396,"21栋, 新洲二街, 新华社区, 沙头街道, 福田区, 深圳市, 广东省, 518000, 中国",新洲二街,沙头街道,N/A,福田区,518000,"新洲二街, N/A, Shenzhen"
296,22.54603,114.0396,"景田路, 梅岭社区, 莲花街道, 福田区, 深圳市, 广东省, 518000, 中国",景田路,莲花街道,N/A,福田区,518000,"景田路, N/A, Shenzhen"
297,22.55278,114.0387,"商报路, 狮岭社区, 莲花街道, 福田区, 深圳市, 广东省, 518000, 中国",商报路,莲花街道,N/A,福田区,518000,"商报路, N/A, Shenzhen"
298,22.55901,114.0345,"5栋, 景田北三街, 康欣社区, 莲花街道, 福田区, 深圳市, 广东省, 518000, 中国",景田北三街,莲花街道,N/A,福田区,518000,"景田北三街, N/A, Shenzhen"
299,22.53855,114.0033,"6栋, 竹子林四路, 竹子林, 竹林社区, 香蜜湖街道, 福田区, 深圳市, 广东省, 518000, 中国",竹子林四路,香蜜湖街道,N/A,福田区,518000,"竹子林四路, N/A, Shenzhen"
300,22.54379,114.0008,"京港澳高速, 竹子林, 香岭社区, 香蜜湖街道, 福田区, 深圳市, 广东省, 518000, 中国",京港澳高速,香蜜湖街道,N/A,福田区,518000,"京港澳高速, N/A, Shenzhen"
301,22.54929,114.0141,"深圳市高级中学（中心校区）, 2, 春田路, 农园社区, 香蜜湖街道, 福田区, 深圳市, 广东省, 518000, 中国",春田路,香蜜湖街道,N/A,福田区,518000,"春田路, N/A, Shenzhen"
302,22.54145,114.0178,"农园路, 东海社区, 香蜜湖街道, 福田区, 深圳市, 广东省, 518000, 中国",农园路,香蜜湖街道,N/A,福田区,518000,"农园路, N/A, Shenzhen"
303,22.55313,114.0243,"德仕堡会所, 侨香路, 香蜜社区, 香蜜湖街道, 福田区, 深圳市, 广东省, 518000, 中国",侨香路,香蜜湖街道,N/A,福田区,518000,"侨香路, N/A, Shenzhen"
305,22.54006,114.1166,"深圳市公安局 罗湖分局 南湖派出所, 2009, 南湖路, 国贸, 罗湖社区, 南湖街道, 罗湖区, 深圳市, 广东省, 518000, 中国",南湖路,南湖街道,N/A,罗湖区,518000,"南湖路, N/A, Shenzhen"
307,22.5559,114.1043,"宝安南路, 红村社区, 桂园街道, 罗湖区, 深圳市, 广东省, 518000, 中国",宝安南路,桂园街道,N/A,罗湖区,518000,"宝安南路, N/A, Shenzhen"
308,22.54872,114.1044,"广场北街小区, 红村社区, 桂园街道, 罗湖区, 深圳市, 广东省, 518000, 中国",N/A,桂园街道,N/A,罗湖区,518000,"N/A, Shenzhen"
309,22.56802,114.1096,"笋岗村, 笋岗社区, 笋岗街道, 罗湖区, 深圳市, 广东省, 518000, 中国",N/A,笋岗街道,N/A,罗湖区,518000,"N/A, Shenzhen"
311,22.562,114.1028,"笋西社区, 笋岗街道, 罗湖区, 深圳市, 广东省, 518000, 中国",N/A,笋岗街道,N/A,罗湖区,518000,"N/A, Shenzhen"
313,22.58458,114.1073,"清水河二路, 清水河社区, 清水河街道, 罗湖区, 深圳市, 广东省, 518000, 中国",清水河二路,清水河街道,N/A,罗湖区,518000,"清水河二路, N/A, Shenzhen"
314,22.574,114.1304,"百仕达花园1期, 翠达社区, 翠竹街道, 罗湖区, 深圳市, 广东省, 518000, 中国",N/A,翠竹街道,N/A,罗湖区,518000,"N/A, Shenzhen"
316,22.58215,114.1225,"Main Garden Road, 东晓社区, 东晓街道, 罗湖区, 深圳市, 广东省, 518000, 中国",Main Garden Road,东晓街道,N/A,罗湖区,518000,"Main Garden Road, N/A, Shenzhen"
317,22.58799,114.1154,"草埔吓屋村总站 (下客区), 金稻田路, 木棉岭社区, 东晓街道, 罗湖区, 深圳市, 广东省, 518000, 中国",金稻田路,东晓街道,N/A,罗湖区,518000,"金稻田路, N/A, Shenzhen"
318,22.559,114.1764,"邊界道路 Border Road, 馬鞍塘 Ma On Tong, 北區 North District, 新界 New Territories, 香港 Hong Kong, 518021, 中国",邊界道路 Border Road,馬鞍塘 Ma On Tong,N/A,香港 Hong Kong,518021,"邊界道路 Border Road, N/A, Shenzhen"
319,22.56502,114.1774,"仙桐路, 仙湖社区, 莲塘街道, 罗湖区, 深圳市, 广东省, 518000, 中国",仙桐路,莲塘街道,N/A,罗湖区,518000,"仙桐路, N/A, Shenzhen"
321,22.56276,114.2428,"海景二路, 海山街道, 盐田区, 深圳市, 广东省, 518000, 中国",海景二路,海山街道,N/A,盐田区,518000,"海景二路, N/A, Shenzhen"
322,22.55129,114.2244,"沙深路口, 深沙路, 田心社区, 沙头角街道, 盐田区, 深圳市, 广东省, 518000, 中国",深沙路,沙头角街道,N/A,盐田区,518000,"深沙路, N/A, Shenzhen"
324,22.55387,114.2318,"盐田区妇幼保健院, 东和路, 海山街道, 盐田区, 深圳市, 广东省, 518000, 中国",东和路,海山街道,N/A,盐田区,518000,"东和路, N/A, Shenzhen"
325,22.59085,114.2599,"盐田河碧道, 盐田街道, 盐田区, 深圳市, 广东省, 518000, 中国",盐田河碧道,盐田街道,N/A,盐田区,518000,"盐田河碧道, N/A, Shenzhen"
326,22.5833,114.2527,"深圳盐田港保税物流园区, 盐田街道, 盐田区, 深圳市, 广东省, 518000, 中国",N/A,盐田街道,N/A,盐田区,518000,"N/A, Shenzhen"
327,22.5929,114.2459,"盐田五街, 盐田街道, 盐田区, 深圳市, 广东省, 518000, 中国",盐田五街,盐田街道,N/A,盐田区,518000,"盐田五街, N/A, Shenzhen"
328,22.60267,114.1095,"莲花路, 莲花山庄, 布吉社区, 布吉街道, 龙岗区, 深圳市, 广东省, 518100, 中国",莲花路,布吉街道,N/A,龙岗区,518100,"莲花路, N/A, Shenzhen"
329,22.59568,114.12,"B栋, 禾坑路, 龙珠社区, 布吉街道, 龙岗区, 深圳市, 广东省, 518100, 中国",禾坑路,布吉街道,N/A,龙岗区,518100,"禾坑路, N/A, Shenzhen"
330,22.60459,114.1272,"京南路, 可园社区, 布吉街道, 龙岗区, 深圳市, 广东省, 518100, 中国",京南路,布吉街道,N/A,龙岗区,518100,"京南路, N/A, Shenzhen"
331,22.59922,114.1453,"布心山郊野径, 樟树布社区, 东湖街道, 罗湖区, 深圳市, 广东省, 518100, 中国",布心山郊野径,东湖街道,N/A,罗湖区,518100,"布心山郊野径, N/A, Shenzhen"
332,22.57147,114.0487,"10栋, 梅林路, 上梅社区, 梅林街道, 福田区, 深圳市, 广东省, 518000, 中国",梅林路,梅林街道,N/A,福田区,518000,"梅林路, N/A, Shenzhen"
333,22.56949,114.0327,"梅林一村游泳池, 二号路, 梅林一村, 梅林一村社区, 梅林街道, 福田区, 深圳市, 广东省, 518000, 中国",二号路,梅林街道,N/A,福田区,518000,"二号路, N/A, Shenzhen"
335,22.57284,114.057,"深圳档案中心, 2-1, 林丰路, 孖岭社区, 梅林街道, 福田区, 深圳市, 广东省, 518000, 中国",林丰路,梅林街道,N/A,福田区,518000,"林丰路, N/A, Shenzhen"
336,22.5739,114.0664,"2栋, 梅东三路, 翰岭社区, 梅林街道, 福田区, 深圳市, 广东省, 518000, 中国",梅东三路,梅林街道,N/A,福田区,518000,"梅东三路, N/A, Shenzhen"
